cy,fill,radius,cx
402.71,#ffe62d,5.20,104.8600
513.90,#ffe62d,5.20,217.1600
254.46,#ffe62d,5.14,322.26
316.69,#1481e3,5.14,372.85
248.71,#ffe62d,5.14,376.0399
270.34,#1481e3,5.14,196.3500
251.72,#ff84e2,5.14,393.1
243.58,#ffe62d,5.14,390.13
377.59,#ff84e2,5.14,351.12
394.93,#ff84e2,5.14,341.4600
230.31,#1481e3,5.14,401.27
165.83,#ffe62d,5.14,337.89
161.31,#ffe62d,5.14,312.2999
154.10,#1481e3,5.14,249.82
156.94,#ff84e2,5.14,330.6599
151.85,#1481e3,5.14,237.0299
110.54,#ffe62d,5.14,261.9
453.88,#ffe62d,5.14,287.1
458.70,#ffe62d,5.14,292.84
109.30,#ffe62d,5.14,341.26
464.59,#ff84e2,5.14,283.01
471.53,#ffe62d,5.14,257.6
474.09,#ffe62d,5.14,250.56
53.13,#ff84e2,5.14,217.06
511.64,#ffe62d,5.14,204.36
516.91,#ff84e2,5.14,234.2099
266.97,#ffe62d,5.09,306.86
274.67,#ffe62d,5.09,285.72
300.72,#ffe62d,5.09,347.0800
257.07,#ff84e2,5.09,207.4800
381.97,#ffe62d,5.09,332.76
346.23,#1481e3,5.09,367.64
157.11,#ffe62d,5.09,266.88
396.92,#1481e3,5.09,266.36
203.33,#1481e3,5.09,399.4299
162.51,#1481e3,5.09,340.6699
157.25,#ff84e2,5.09,310.82
238.14,#ffe62d,5.09,424.0700
126.20,#1481e3,5.09,307.5
115.36,#ffe62d,5.09,267.64
457.20,#ff84e2,5.09,284.31
87.19,#ff84e2,5.09,237.44
94.40,#1481e3,5.09,299.92
468.96,#ffe62d,5.09,264.65
86.26,#ff84e2,5.09,296.96
476.79,#ff84e2,5.09,287.46
76.31,#ff84e2,5.09,305.31
488.25,#ffe62d,5.09,287.63
482.85,#ff84e2,5.09,213.8399
414.92,#ffe62d,5.09,109.3000
192.01,#ffe62d,5.09,76.0500
287.01,#ff84e2,5.03,334.11
255.21,#ff84e2,5.03,326.53
346.72,#ff84e2,5.03,284.01
267.55,#1481e3,5.03,374.9099
355.16,#1481e3,5.03,267.13
261.89,#ff84e2,5.03,213.2300
341.41,#1481e3,5.03,361.89
339.60,#ffe62d,5.03,373.2000
384.53,#ffe62d,5.03,325.7100
310.50,#ff84e2,5.03,402.52
378.34,#1481e3,5.03,355.38
229.56,#ff84e2,5.03,397
159.37,#ffe62d,5.03,279.67
387.14,#ff84e2,5.03,210.93
219.61,#ff84e2,5.03,405.35
166.58,#ff84e2,5.03,342.15
163.57,#ffe62d,5.03,325.1
166.27,#ff84e2,5.03,362
153.62,#ffe62d,5.03,333.4500
207.09,#ff84e2,5.03,420.75
208.60,#ffe62d,5.03,429.28
148.09,#ffe62d,5.03,215.7099
187.89,#ffe62d,5.03,182.3
111.43,#1481e3,5.03,310.11
111.87,#ffe62d,5.03,334.2100
90.64,#ffe62d,5.03,278.6
89.58,#1481e3,5.03,294.17
474.85,#ff84e2,5.03,254.82
491.56,#ff84e2,5.03,284.85
62.15,#ff84e2,5.03,268.23
142.69,#ff84e2,5.03,141.9100
482.10,#ffe62d,5.03,209.57
40.00,#ff84e2,5.03,272.14
270.29,#ff84e2,4.98,304.08
271.80,#ffe62d,4.98,312.61
277.37,#ff84e2,4.98,322.62
280.55,#ff84e2,4.98,275.89
253.26,#ff84e2,4.98,293.89
259.28,#ffe62d,4.98,328.01
273.74,#ffe62d,4.98,345.24
282.63,#1481e3,4.98,352.47
279.76,#1481e3,4.98,379.36
377.15,#ffe62d,4.98,327.01
256.54,#ff84e2,4.98,398.8400
384.98,#ff84e2,4.98,349.8099
236.94,#ff84e2,4.98,395.7000
130.44,#ffe62d,4.98,245.2
104.35,#1481e3,4.98,291.57
104.04,#1481e3,4.98,311.41
462.02,#ff84e2,4.98,290.06
463.52,#ffe62d,4.98,298.59
469.72,#ff84e2,4.98,268.92
471.97,#ff84e2,4.98,281.71
226.06,#ffe62d,4.98,96.43
472.28,#ff84e2,4.98,261.87
84.89,#ffe62d,4.98,332.38
477.41,#ff84e2,4.98,247.7699
102.45,#ffe62d,4.98,151.2
506.96,#ff84e2,4.98,242.56
513.59,#ffe62d,4.98,237
272.55,#ff84e2,4.92,316.87
249.64,#ffe62d,4.92,316.52
256.71,#ffe62d,4.92,335.0499
263.04,#1481e3,4.92,349.3300
257.16,#ff84e2,4.92,359.1599
352.91,#1481e3,4.92,254.3399
277.19,#1481e3,4.92,386.4099
308.99,#1481e3,4.92,393.99
238.76,#ffe62d,4.92,384.39
258.88,#ffe62d,4.92,196.1700
385.28,#ff84e2,4.92,329.97
333.72,#1481e3,4.92,383.03
389.35,#ffe62d,4.92,331.4500
361.76,#ffe62d,4.92,369.2999
258.04,#ffe62d,4.92,407.37
253.97,#ff84e2,4.92,405.89
399.31,#ffe62d,4.92,323.1
175.47,#ffe62d,4.92,349.38
223.68,#ffe62d,4.92,406.8300
395.72,#ffe62d,4.92,237.99
165.87,#ff84e2,4.92,230.1600
410.49,#ffe62d,4.92,235.39
146.23,#ffe62d,4.92,334.75
121.24,#ff84e2,4.92,257.81
446.50,#ffe62d,4.92,288.4
454.63,#ff84e2,4.92,291.36
459.45,#ff84e2,4.92,297.11
459.01,#ffe62d,4.92,273
459.76,#ff84e2,4.92,277.27
462.33,#ff84e2,4.92,270.22
98.16,#ff84e2,4.92,321.24
230.88,#ffe62d,4.92,102.18
99.35,#ffe62d,4.92,349.61
86.57,#ff84e2,4.92,277.12
83.69,#ff84e2,4.92,304.01
481.79,#ffe62d,4.92,229.4100
65.60,#ffe62d,4.92,309.39
494.00,#ffe62d,4.92,233.86
184.62,#ffe62d,4.92,77.3600
511.33,#ffe62d,4.92,224.2
277.68,#ff84e2,4.87,302.78
277.24,#ffe62d,4.87,278.67
259.90,#ffe62d,4.87,288.33
245.39,#1481e3,4.87,378.8200
242.08,#ff84e2,4.87,381.61
275.16,#1481e3,4.87,202.0899
279.45,#1481e3,4.87,399.2000
387.54,#ff84e2,4.87,342.77
391.92,#ffe62d,4.87,324.4099
392.67,#ff84e2,4.87,328.6699
261.36,#ff84e2,4.87,404.5900
214.03,#ffe62d,4.87,395.3400
393.60,#ff84e2,4.87,269.15
247.34,#1481e3,4.87,411.4600
214.79,#ff84e2,4.87,399.61
404.74,#ffe62d,4.87,289.17
159.50,#ff84e2,4.87,323.62
158.00,#1481e3,4.87,315.0900
159.94,#1481e3,4.87,347.72
407.62,#ffe62d,4.87,262.28
410.63,#ff84e2,4.87,279.34
111.29,#ff84e2,4.87,266.16
451.32,#ffe62d,4.87,294.15
99.22,#1481e3,4.87,305.67
461.58,#ffe62d,4.87,265.95
464.14,#ffe62d,4.87,258.91
469.41,#ff84e2,4.87,288.76
75.25,#ffe62d,4.87,320.88
138.62,#1481e3,4.87,140.43
505.58,#ffe62d,4.87,277.98
516.15,#ffe62d,4.87,229.95
287.19,#ffe62d,4.81,270.32
302.22,#1481e3,4.81,355.61
251.18,#ffe62d,4.81,217.31
246.90,#ff84e2,4.81,387.35
376.84,#ffe62d,4.81,346.85
343.67,#1481e3,4.81,374.6799
387.10,#ffe62d,4.81,318.6599
370.96,#1481e3,4.81,356.6799
389.04,#ffe62d,4.81,351.2899
401.87,#ffe62d,4.81,316.0599
226.99,#ff84e2,4.81,404.0499
164.81,#ffe62d,4.81,245.7300
396.47,#ff84e2,4.81,242.26
411.82,#ffe62d,4.81,307.71
414.08,#ffe62d,4.81,320.5
419.65,#ff84e2,4.81,330.51
205.59,#1481e3,4.81,412.22
158.13,#ffe62d,4.81,359.03
152.87,#1481e3,4.81,329.1799
167.15,#ffe62d,4.81,410.2100
175.38,#ffe62d,4.81,197.7
123.63,#1481e3,4.81,314.5499
113.11,#ffe62d,4.81,254.8500
109.48,#1481e3,4.81,277.47
449.06,#ffe62d,4.81,281.35
104.48,#ffe62d,4.81,335.52
238.27,#ffe62d,4.81,100.87
83.12,#1481e3,4.81,235.9599
121.73,#ffe62d,4.81,174.19
77.06,#1481e3,4.81,309.57
76.00,#ff84e2,4.81,325.15
71.49,#ff84e2,4.81,299.56
70.74,#ffe62d,4.81,295.3
68.48,#ffe62d,4.81,282.51
67.86,#ffe62d,4.81,322.1900
49.81,#ffe62d,4.81,219.8399
176.92,#ffe62d,4.81,98.5
261.54,#ffe62d,4.76,340.7999
254.15,#ffe62d,4.76,342.1
251.94,#ff84e2,4.76,221.5799
294.22,#1481e3,4.76,396.5900
382.72,#ff84e2,4.76,337.02
387.85,#ff84e2,4.76,322.9199
396.74,#ffe62d,4.76,330.15
162.24,#ffe62d,4.76,252.7799
404.13,#ffe62d,4.76,328.85
194.44,#ffe62d,4.76,392.2000
158.62,#1481e3,4.76,275.41
406.69,#ffe62d,4.76,321.7999
239.95,#1481e3,4.76,412.76
159.06,#ffe62d,4.76,299.51
248.84,#ff84e2,4.76,419.98
421.46,#ffe62d,4.76,319.2000
428.85,#ffe62d,4.76,317.89
142.16,#ff84e2,4.76,333.27
127.13,#1481e3,4.76,247.9800
181.26,#ff84e2,4.76,187.87
190.46,#ffe62d,4.76,175.26
106.29,#1481e3,4.76,324.2000
98.02,#ffe62d,4.76,277.3
97.10,#ffe62d,4.76,336.8200
85.82,#ffe62d,4.76,272.85
467.46,#ff84e2,4.76,256.12
119.92,#ff84e2,4.76,185.5
476.66,#ffe62d,4.76,243.51
485.68,#ffe62d,4.76,294.68
479.98,#ff84e2,4.76,240.7300
73.74,#ff84e2,4.76,312.36
136.06,#1481e3,4.76,147.4800
122.04,#ffe62d,4.76,154.3399
127.17,#ffe62d,4.76,140.25
53.44,#ff84e2,4.76,197.2200
398.64,#ff84e2,4.76,103.37
506.82,#ffe62d,4.76,198.62
275.11,#ff84e2,4.71,309.83
250.39,#ff84e2,4.71,320.78
240.13,#ff84e2,4.71,348.97
317.75,#ffe62d,4.71,357.27
256.10,#ffe62d,4.71,374.74
359.23,#ff84e2,4.71,268.61
374.58,#ffe62d,4.71,334.0599
274.63,#1481e3,4.71,393.4500
239.51,#ff84e2,4.71,388.65
236.19,#ffe62d,4.71,391.4400
391.61,#ffe62d,4.71,344.25
395.24,#ff84e2,4.71,321.62
263.26,#1481e3,4.71,177.81
245.53,#ffe62d,4.71,422.77
229.25,#ff84e2,4.71,416.8400
150.61,#1481e3,4.71,316.39
168.43,#ff84e2,4.71,223.11
133.76,#ff84e2,4.71,242.4100
143.71,#ff84e2,4.71,234.06
141.41,#ffe62d,4.71,329
141.10,#ffe62d,4.71,348.8400
446.19,#ffe62d,4.71,308.24
456.14,#ffe62d,4.71,299.89
101.78,#1481e3,4.71,298.62
466.84,#ff84e2,4.71,295.81
95.59,#ff84e2,4.71,328.2899
82.81,#1481e3,4.71,255.8
466.71,#ffe62d,4.71,251.86
484.18,#ff84e2,4.71,286.15
80.82,#ff84e2,4.71,330.89
77.50,#ffe62d,4.71,333.6799
109.52,#ffe62d,4.71,169.74
50.12,#ffe62d,4.71,200
174.98,#ffe62d,4.71,65.87
117.84,#ffe62d,4.71,108.9200
262.91,#ff84e2,4.65,305.38
262.29,#ff84e2,4.65,345.0599
305.54,#ffe62d,4.65,352.8300
239.07,#ffe62d,4.65,364.5499
214.65,#ffe62d,4.65,355.6599
354.68,#ffe62d,4.65,350.76
318.94,#1481e3,4.65,385.64
250.21,#1481e3,4.65,384.5700
272.06,#1481e3,4.65,400.5
384.22,#ffe62d,4.65,345.5499
249.15,#ff84e2,4.65,400.14
395.10,#ffe62d,4.65,277.68
169.14,#ff84e2,4.65,335.11
391.96,#ff84e2,4.65,216.6700
232.57,#1481e3,4.65,414.0599
156.67,#1481e3,4.65,242.7699
212.97,#1481e3,4.65,410.9199
162.95,#ffe62d,4.65,364.78
230.00,#1481e3,4.65,421.11
150.30,#1481e3,4.65,336.23
424.03,#ffe62d,4.65,312.15
154.95,#ffe62d,4.65,405.76
152.69,#ffe62d,4.65,392.97
204.53,#ff84e2,4.65,427.7999
115.67,#ffe62d,4.65,247.8
446.94,#ff84e2,4.65,312.51
155.78,#ffe62d,4.65,194.56
112.62,#ff84e2,4.65,338.48
98.78,#ff84e2,4.65,281.56
91.39,#ff84e2,4.65,282.86
88.38,#ffe62d,4.65,265.81
464.89,#ff84e2,4.65,263.17
90.77,#ff84e2,4.65,322.5399
89.40,#ffe62d,4.65,357.9600
111.78,#ffe62d,4.65,182.5400
489.00,#ff84e2,4.65,291.9
74.94,#ffe62d,4.65,340.73
70.43,#ffe62d,4.65,315.14
68.17,#ffe62d,4.65,302.35
63.66,#ffe62d,4.65,276.76
413.10,#ff84e2,4.65,120.6100
486.92,#ffe62d,4.65,215.32
487.67,#ff84e2,4.65,219.5799
499.57,#ff84e2,4.65,243.87
155.39,#ffe62d,4.65,62.7200
278.87,#ffe62d,4.60,331.15
281.13,#ffe62d,4.60,343.9400
301.47,#ff84e2,4.60,351.35
254.90,#ff84e2,4.60,346.37
241.63,#ffe62d,4.60,357.5
361.80,#ff84e2,4.60,261.56
247.12,#ff84e2,4.60,215.8299
377.90,#ff84e2,4.60,331.27
380.46,#ff84e2,4.60,324.23
274.40,#ff84e2,4.60,197.8299
380.15,#ff84e2,4.60,344.0700
192.19,#ffe62d,4.60,379.4099
162.07,#ff84e2,4.60,316.5700
156.05,#1481e3,4.60,282.45
162.20,#1481e3,4.60,360.51
154.06,#ff84e2,4.60,357.5499
156.98,#1481e3,4.60,222.93
127.39,#ff84e2,4.60,335.87
123.37,#ffe62d,4.60,226.6600
183.07,#ffe62d,4.60,176.56
118.81,#1481e3,4.60,308.81
118.50,#1481e3,4.60,328.65
449.81,#ff84e2,4.60,285.62
453.57,#ffe62d,4.60,306.94
115.18,#ff84e2,4.60,331.4299
451.63,#ffe62d,4.60,274.31
79.80,#ff84e2,4.60,238.74
470.02,#ff84e2,4.60,249.0799
78.56,#ff84e2,4.60,318.1
114.34,#ffe62d,4.60,175.49
482.54,#ff84e2,4.60,233.68
65.91,#ffe62d,4.60,289.55
498.82,#ffe62d,4.60,239.6000
133.05,#ff84e2,4.60,130.4200
397.89,#ffe62d,4.60,99.1100
410.09,#ffe62d,4.60,103.5500
514.96,#ff84e2,4.60,201.5799
10.94,#ffe62d,4.60,193.7200
256.58,#1481e3,4.55,291.11
251.89,#ffe62d,4.55,329.3099
295.90,#ffe62d,4.55,341.3400
268.92,#ffe62d,4.55,339.5
290.02,#1481e3,4.55,351.1699
232.74,#ff84e2,4.55,350.27
274.85,#1481e3,4.55,221.93
367.20,#ffe62d,4.55,335.36
362.07,#ffe62d,4.55,349.4600
239.73,#ff84e2,4.55,217.13
267.02,#ff84e2,4.55,199.13
267.24,#1481e3,4.55,394.76
231.37,#ffe62d,4.55,385.6900
277.63,#ffe62d,4.55,410.51
221.42,#ffe62d,4.55,394.0399
400.06,#ff84e2,4.55,327.37
159.68,#ffe62d,4.55,259.83
198.51,#1481e3,4.55,393.6799
405.19,#ff84e2,4.55,313.27
164.32,#ff84e2,4.55,329.36
179.67,#ffe62d,4.55,394.8099
402.80,#ffe62d,4.55,256.53
241.46,#ff84e2,4.55,421.2899
237.39,#1481e3,4.55,419.8099
155.43,#1481e3,4.55,322.14
225.93,#ffe62d,4.55,419.63
179.36,#ffe62d,4.55,414.65
436.24,#ffe62d,4.55,316.5900
177.94,#ffe62d,4.55,190.6600
125.89,#1481e3,4.55,327.3400
442.43,#ff84e2,4.55,286.92
247.91,#ffe62d,4.55,112.3600
106.60,#1481e3,4.55,304.36
101.92,#ffe62d,4.55,342.5599
474.23,#ff84e2,4.55,294.5
87.01,#1481e3,4.55,301.22
79.36,#ffe62d,4.55,214.63
479.22,#ffe62d,4.55,236.4599
479.53,#ffe62d,4.55,216.62
180.99,#1481e3,4.55,99.9800
192.76,#ff84e2,4.55,80.32
20.27,#ffe62d,4.55,225.05
516.46,#ffe62d,4.55,210.11
160.21,#ffe62d,4.55,68.4700
279.80,#ffe62d,4.49,271.63
250.70,#ff84e2,4.49,300.94
276.31,#ffe62d,4.49,338.2000
247.51,#ff84e2,4.49,347.6699
239.38,#ffe62d,4.49,344.7100
235.00,#ff84e2,4.49,363.0700
361.49,#ff84e2,4.49,281.4
375.33,#ff84e2,4.49,338.3200
372.02,#ffe62d,4.49,341.11
379.40,#ffe62d,4.49,339.7999
369.45,#ffe62d,4.49,348.15
259.86,#1481e3,4.49,396.0599
241.54,#ffe62d,4.49,205.82
223.99,#ffe62d,4.49,386.99
402.62,#ff84e2,4.49,320.3200
410.01,#ff84e2,4.49,319.02
414.83,#ff84e2,4.49,324.76
417.39,#ff84e2,4.49,317.7100
201.52,#ffe62d,4.49,410.74
154.41,#1481e3,4.49,229.9800
408.99,#ff84e2,4.49,226.86
233.01,#ffe62d,4.49,438.1699
448.75,#ffe62d,4.49,301.19
452.07,#ff84e2,4.49,298.41
115.94,#1481e3,4.49,335.6900
106.91,#1481e3,4.49,284.52
452.38,#ff84e2,4.49,278.57
96.65,#1481e3,4.49,312.7100
87.14,#ffe62d,4.49,345.1699
201.34,#ffe62d,4.49,107.3899
221.24,#ffe62d,4.49,90.68
179.18,#ffe62d,4.49,111.2900
63.35,#ffe62d,4.49,296.6
404.96,#ffe62d,4.49,117.6499
60.78,#ffe62d,4.49,303.65
506.20,#ffe62d,4.49,238.3
504.26,#ffe62d,4.49,205.6700
78.03,#ffe62d,4.49,142.32
260.34,#ff84e2,4.44,312.4299
257.78,#ff84e2,4.44,319.48
299.22,#ff84e2,4.44,338.5499
293.34,#ffe62d,4.44,348.38
229.43,#ffe62d,4.44,353.0599
351.85,#ff84e2,4.44,269.91
226.86,#ffe62d,4.44,360.11
349.86,#ffe62d,4.44,345.01
346.58,#ffe62d,4.44,240.06
262.95,#1481e3,4.44,197.6499
288.34,#ff84e2,4.44,406.4199
280.95,#ff84e2,4.44,407.73
236.72,#ffe62d,4.44,200.0799
168.39,#ffe62d,4.44,330.8400
166.14,#ffe62d,4.44,318.0499
407.44,#ff84e2,4.44,326.0599
162.82,#1481e3,4.44,320.8300
164.01,#ff84e2,4.44,349.2000
416.64,#ffe62d,4.44,313.4500
137.83,#ffe62d,4.44,243.8999
431.41,#ffe62d,4.44,310.85
185.33,#ffe62d,4.44,189.3500
138.14,#ffe62d,4.44,224.06
141.45,#ff84e2,4.44,221.2699
113.86,#ff84e2,4.44,259.12
456.89,#ff84e2,4.44,304.16
250.48,#ffe62d,4.44,105.32
106.74,#ffe62d,4.44,348.3099
98.91,#1481e3,4.44,325.51
240.83,#ffe62d,4.44,93.8299
470.91,#ffe62d,4.44,297.29
91.83,#1481e3,4.44,306.97
71.04,#ffe62d,4.44,275.46
74.63,#ffe62d,4.44,360.5700
67.55,#ffe62d,4.44,342.03
391.25,#ff84e2,4.44,104.68
509.52,#ff84e2,4.44,235.5199
507.57,#ff84e2,4.44,202.88
512.09,#ff84e2,4.44,228.4700
45.39,#ffe62d,4.44,345.9299
295.46,#1481e3,4.39,317.23
263.22,#ff84e2,4.39,285.54
264.85,#ff84e2,4.39,338.02
269.67,#ff84e2,4.39,343.76
257.47,#ff84e2,4.39,339.3200
348.84,#ffe62d,4.39,252.86
342.47,#ffe62d,4.39,346.3099
277.41,#1481e3,4.39,214.89
262.42,#1481e3,4.39,389.01
323.01,#ff84e2,4.39,387.12
255.03,#1481e3,4.39,390.3099
166.89,#ff84e2,4.39,322.3099
167.37,#ffe62d,4.39,238.69
411.51,#ffe62d,4.39,327.5499
408.37,#ff84e2,4.39,266.54
155.12,#1481e3,4.39,341.98
424.78,#ff84e2,4.39,316.4099
231.51,#ff84e2,4.39,429.64
228.19,#ffe62d,4.39,432.4199
144.42,#ff84e2,4.39,346.0599
147.87,#ffe62d,4.39,387.22
433.98,#ffe62d,4.39,303.8
122.00,#1481e3,4.39,262.08
193.02,#ffe62d,4.39,168.2099
441.68,#ffe62d,4.39,282.66
235.70,#ffe62d,4.39,107.9200
96.96,#1481e3,4.39,292.87
94.53,#ffe62d,4.39,343.87
236.01,#ffe62d,4.39,88.0799
91.97,#ffe62d,4.39,350.9099
88.21,#ff84e2,4.39,329.5900
109.21,#ffe62d,4.39,189.5799
84.58,#ffe62d,4.39,352.22
82.01,#ffe62d,4.39,359.26
477.28,#ffe62d,4.39,203.8299
66.67,#ff84e2,4.39,293.82
119.47,#ffe62d,4.39,161.39
201.65,#ffe62d,4.39,87.5400
114.65,#ffe62d,4.39,155.6499
492.49,#ff84e2,4.39,225.3299
58.22,#ffe62d,4.39,310.7
47.56,#ffe62d,4.39,207.05
180.24,#ff84e2,4.39,95.7200
358.70,#ffe62d,4.39,92.8299
39.24,#ffe62d,4.39,267.87
509.08,#ffe62d,4.39,211.4100
512.39,#ff84e2,4.39,208.63
273.17,#ff84e2,4.34,277.19
253.71,#1481e3,4.34,318
251.45,#1481e3,4.34,305.2
291.08,#ffe62d,4.34,335.5900
296.65,#ff84e2,4.34,345.6
243.14,#1481e3,4.34,366.03
205.01,#ffe62d,4.34,344.1699
303.11,#ff84e2,4.34,403.8200
244.33,#ff84e2,4.34,394.4
237.47,#ff84e2,4.34,204.3399
394.17,#ffe62d,4.34,337.2000
347.20,#ffe62d,4.34,200.38
399.17,#1481e3,4.34,279.16
252.91,#ffe62d,4.34,421.47
407.31,#ffe62d,4.34,282.12
157.69,#1481e3,4.34,334.9299
405.36,#ffe62d,4.34,249.49
164.90,#ffe62d,4.34,397.4099
242.96,#ffe62d,4.34,429.8200
202.27,#ff84e2,4.34,415.01
145.48,#1481e3,4.34,330.49
173.56,#ff84e2,4.34,209.01
145.52,#ffe62d,4.34,222.75
134.78,#ff84e2,4.34,334.5700
131.02,#1481e3,4.34,313.25
449.50,#ff84e2,4.34,305.46
117.44,#ff84e2,4.34,344.22
113.68,#1481e3,4.34,322.9
111.12,#1481e3,4.34,329.9500
243.09,#ffe62d,4.34,106.62
454.94,#ff84e2,4.34,271.52
199.22,#ff84e2,4.34,138.5400
89.71,#ffe62d,4.34,338.12
481.61,#ff84e2,4.34,293.2
64.10,#ff84e2,4.34,300.87
392.76,#ffe62d,4.34,113.2099
54.94,#ffe62d,4.34,205.75
491.74,#ffe62d,4.34,221.06
50.88,#ff84e2,4.34,204.2699
410.85,#ff84e2,4.34,107.82
406.03,#ff84e2,4.34,102.07
508.77,#ffe62d,4.34,231.25
509.83,#ff84e2,4.34,215.68
33.50,#ffe62d,4.34,321.65
165.34,#ffe62d,4.34,54.3700
36.28,#ffe62d,4.34,143.0799
278.74,#1481e3,4.28,287.2
263.97,#1481e3,4.28,289.81
279.62,#ff84e2,4.28,335.4099
251.14,#1481e3,4.28,325.0499
298.47,#ffe62d,4.28,334.2899
277.06,#ff84e2,4.28,342.4600
224.60,#ffe62d,4.28,347.3099
343.22,#ff84e2,4.28,350.5800
369.76,#ffe62d,4.28,328.3099
370.51,#ff84e2,4.28,332.5800
350.61,#ff84e2,4.28,349.28
364.63,#ffe62d,4.28,342.4099
238.01,#1481e3,4.28,380.12
379.71,#ffe62d,4.28,319.9600
247.65,#1481e3,4.28,391.62
201.08,#1481e3,4.28,386.64
184.49,#ffe62d,4.28,400.5499
189.31,#ffe62d,4.28,406.2999
414.70,#ffe62d,4.28,280.82
218.55,#ffe62d,4.28,420.9299
150.74,#ffe62d,4.28,360.3400
147.74,#1481e3,4.28,343.28
427.35,#ff84e2,4.28,309.36
203.77,#ffe62d,4.28,423.53
129.69,#1481e3,4.28,240.93
438.80,#ffe62d,4.28,309.54
439.55,#ff84e2,4.28,313.8099
188.20,#ffe62d,4.28,162.4599
190.77,#ffe62d,4.28,155.4200
110.05,#ff84e2,4.28,345.53
101.47,#1481e3,4.28,318.4600
87.32,#1481e3,4.28,281.38
226.81,#ff84e2,4.28,100.69
81.88,#1481e3,4.28,315.3200
216.42,#ffe62d,4.28,84.94
385.37,#ffe62d,4.28,114.5099
61.09,#ffe62d,4.28,283.81
55.70,#ff84e2,4.28,210.01
74.32,#ffe62d,4.28,380.4099
63.04,#ffe62d,4.28,316.4400
107.27,#ffe62d,4.28,156.95
354.63,#ff84e2,4.28,91.3500
103.20,#ff84e2,4.28,155.4700
514.65,#ff84e2,4.28,221.4200
51.05,#ffe62d,4.28,140.4800
268.79,#1481e3,4.23,295.55
252.65,#ff84e2,4.23,333.5700
270.43,#1481e3,4.23,348.03
329.69,#ff84e2,4.23,273.82
231.99,#ffe62d,4.23,346.01
342.21,#ff84e2,4.23,258.42
348.53,#ffe62d,4.23,272.7
357.24,#ffe62d,4.23,343.7100
347.29,#ffe62d,4.23,352.0599
351.36,#1481e3,4.23,353.5399
256.31,#ffe62d,4.23,203.2200
284.27,#1481e3,4.23,404.9400
361.00,#1481e3,4.23,365.03
183.61,#ff84e2,4.23,352.3400
337.25,#ffe62d,4.23,208.7300
389.97,#ffe62d,4.23,291.77
173.21,#ffe62d,4.23,336.5900
251.41,#ff84e2,4.23,412.9400
157.38,#1481e3,4.23,354.77
407.93,#ffe62d,4.23,242.44
182.68,#ff84e2,4.23,411.86
127.88,#ffe62d,4.23,252.25
178.69,#ff84e2,4.23,194.9200
103.15,#ffe62d,4.23,263.2
107.80,#ff84e2,4.23,332.73
195.90,#ffe62d,4.23,141.32
80.55,#1481e3,4.23,243
199.53,#ff84e2,4.23,118.6999
478.30,#ffe62d,4.23,295.98
78.87,#ff84e2,4.23,298.26
64.28,#ffe62d,4.23,237.0799
62.91,#1481e3,4.23,272.5
182.50,#ff84e2,4.23,108.5099
57.91,#ffe62d,4.23,330.5399
366.09,#ffe62d,4.23,91.5299
179.80,#ffe62d,4.23,71.6100
509.39,#ffe62d,4.23,191.57
266.22,#1481e3,4.18,302.6
283.12,#ff84e2,4.18,268.84
290.50,#ff84e2,4.18,267.54
288.51,#ffe62d,4.18,342.64
260.03,#ff84e2,4.18,332.27
289.27,#ff84e2,4.18,346.9
217.97,#ff84e2,4.18,352.88
266.71,#ff84e2,4.18,218.9700
252.03,#ff84e2,4.18,373.26
243.80,#ffe62d,4.18,218.62
279.98,#1481e3,4.18,207.8399
383.03,#ff84e2,4.18,317.1799
386.79,#ffe62d,4.18,338.5
399.00,#ffe62d,4.18,342.9400
249.90,#1481e3,4.18,404.4099
227.75,#1481e3,4.18,408.3200
432.17,#ff84e2,4.18,315.11
140.35,#1481e3,4.18,344.5800
443.62,#ffe62d,4.18,315.2899
120.76,#1481e3,4.18,341.4400
460.07,#ff84e2,4.18,257.43
82.37,#ff84e2,4.18,231.69
89.27,#1481e3,4.18,314.02
299.61,#ffe62d,4.18,103.25
228.63,#ffe62d,4.18,89.38
79.76,#ffe62d,4.18,346.47
480.29,#ff84e2,4.18,220.89
68.92,#ff84e2,4.18,306.61
48.31,#ff84e2,4.18,211.31
400.14,#ffe62d,4.18,111.8999
57.51,#ffe62d,4.18,198.7
419.74,#ffe62d,4.18,115.0400
374.23,#ff84e2,4.18,94.4900
418.98,#1481e3,4.18,110.7799
507.40,#1481e3,4.18,266.67
55.34,#ffe62d,4.18,337.5800
92.49,#ffe62d,4.18,159.55
122.35,#ffe62d,4.18,134.5
514.78,#1481e3,4.18,265.37
47.87,#ffe62d,4.18,187.2099
517.22,#ff84e2,4.18,214.37
163.52,#ff84e2,4.18,65.69
252.51,#ffe62d,4.13,289.63
272.41,#ffe62d,4.13,272.93
284.45,#ff84e2,4.13,341.1599
246.76,#ffe62d,4.13,343.4
343.71,#ffe62d,4.13,266.95
345.52,#1481e3,4.13,255.64
260.16,#1481e3,4.13,376.22
324.07,#1481e3,4.13,371.5399
367.95,#ff84e2,4.13,339.62
326.33,#1481e3,4.13,384.3400
291.65,#1481e3,4.13,403.64
234.69,#ff84e2,4.13,382.9099
269.58,#ff84e2,4.13,192.0799
390.42,#ff84e2,4.13,315.88
224.74,#ff84e2,4.13,391.26
266.18,#ff84e2,4.13,410.3300
